isin,ticker,name,yahoo_symbol,yahoo_name
LU2090063160,ESTE,Amundi MSCI Eastern Europe Ex Russia UCITS ETF Dist,,
IE000M7V94E1,NUKL,VanEck Uranium and Nuclear Technologies UCITS ETF A,NUKL.DE,VanEck Uranium and Nuclear Technologies UCITS ETF
XS2183935274,8PSE,Invesco Physical Gold EUR Hedged ETC,,
GB00B5840F36,XGLD,Xtrackers Physical Gold ETC,XAD5.MI,Xtrackers Physical Gold ETC (EUR)
IE00BM67HR47,XWTS,Xtrackers MSCI World Communication Services UCITS ETF 1C,XWTS.DE,Xtrackers MSCI World Communication Services UCITS ETF 1C
LU1681037518,X13H,Amundi Italy MIB ESG UCITS ETF,FMI.MI,Amundi Index Solutions - Amundi ITALY MIB ESG UCITS ETF DR - EUR C
IE00B3S1J086,H4ZU,HSBC MSCI Taiwan Capped UCITS ETF USD,HTWN.MI,HSBC MSCI Taiwan Capped UCITS ETF
IE000ENYES77,WELY,Amundi S&P Global Financials ESG UCITS ETF DR EUR (D),WELY.DE,Amundi ETF ICAV - Amundi S&P World Financials Screened UCITS ETF Dist
LU2008761053,ASR5,BNP Paribas Easy EUR Corporate Bond SRI PAB 3-5Y UCITS ETF,ASR5.DE,BNP Paribas Easy € Corp Bond SRI PAB 3-5Y
LU1900066462,LEER,Amundi MSCI Eastern Europe Ex Russia UCITS ETF Acc,LEER.DE,Amundi MSCI Eastern Europe Ex Russia UCITS ETF
DE0006289473,EXHB,iShares eb.rexx Government Germany 1.5-2.5yr UCITS ETF (DE),EXHB.DE,iShares eb.rexx Government Germany 1.5-2.5yr UCITS ETF (DE)
LU1130155432,CAHCHA,UBS MSCI Canada UCITS ETF hCHF acc,CAHCHA.SW,UBS MSCI Canada UCITS ETF hCHF acc
LU1615090864,EDEU,BNP Paribas Easy Dividend Europe UCITS ETF,EDEU.DE,BNP Paribas Easy Dividend Europe UCITS ETF Capitalisation
BGCZPX003174,CZX,Expat Czech PX UCITS ETF,CZX.DE,Expat Czech PX UCITS ETF
LU1681042518,10A2,Amundi MSCI Europe Value Factor UCITS ETF EUR,VCEU.MI,Amundi Index Solutions - Amundi MSCI Europe Value Factor UCITS ETF-C
IE00BJQRDP39,IQSE,Invesco Global Active ESG Equity UCITS ETF EUR PfHdg Acc,IQSE.DE,Invesco Global Active ESG Equity UCITS ETF EUR PfHedged Acc
LU0292109187,DBX5,Xtrackers MSCI Taiwan UCITS ETF 1C,DBX5.DE,Xtrackers MSCI Taiwan UCITS ETF 1C
IE00BDDRF478,IU5C,iShares S&P 500 Communication Sector UCITS ETF USD (Acc),IU5C.DE,iShares V PLC - iShares S&P 500 Communication Sector UCITS ETF
IE00B23LNQ02,PSWD,Invesco RAFI All-World Fundamental Value UCITS ETF,PSWD.DE,Invesco RAFI All-World Fundamental Value UCITS ETF
LU0533032859,LYPD,Amundi MSCI World Financials UCITS ETF EUR Acc,LYPD.DE,Amundi MSCI World Financials UCITS ETF EUR Acc
IE00BYTRRG40,SS45,State Street SPDR MSCI World Communication Services UCITS ETF USD,WTEL.MI,State Street SPDR MSCI World Communication Services UCITS ETF USD Acc
FR0010446658,LEVMIB,Amundi FTSE MIB Daily (2x) Leveraged UCITS ETF Dist,LEVMIB.MI,Amundi FTSE MIB Daily (2x) Leveraged UCITS ETF Dist
IE00BFNNN236,WTEB,WisdomTree AT1 CoCo Bond UCITS ETF EUR Hedged,WTEB.DE,WisdomTree AT1 CoCo Bond UCITS ETF - EUR Hedged
LU1109939865,XHY1,Xtrackers II Rolling Target Maturity Sept 2027 EUR High Yield UCITS ETF 1D,XHY1.DE,Xtrackers II Rolling Target Maturity Sept 2027 EUR High Yield UCITS ETF 1D
IE00BF5DXP42,BLOK,First Trust Indxx Innovative Transaction & Process UCITS ETF Acc,BLOK.DE,First Trust Indxx Innovative Transaction & Process UCITS ETF
GB00B00FHZ82,GG9B,Gold Bullion Securities,GBS.MI,Gold Bullion Securities
IE00BJQRDN15,IQSA,Invesco Global Active ESG Equity UCITS ETF Acc,IQSA.DE,Invesco Global Active ESG Equity UCITS ETF USD Acc
IE00BJ5JP436,WCMS,iShares MSCI World Communication Services Sector Advanced UCITS ETF USD (Dist),WCMS.AS,iShares MSCI World Communication Services Sector Advanced UCITS ETF USD Inc
NL0009272772,2TCC,VanEck Multi-Asset Balanced Allocation UCITS ETF,NTM.AS,VanEck Multi-Asset Balanced Allocation UCITS ETF
IE00BFNNN459,COGO,WisdomTree AT1 CoCo Bond UCITS ETF GBP Hedged,COGO.L,WisdomTree AT1 CoCo Bond UCITS ETF - GBP Hedged
XS2820604770,NVI3,Leverage Shares 3x NVIDIA ETP,3NVD.MI,Leverage Shares 3x NVIDIA ETC
IE00BD842Y21,DINC,First Trust Global Equity Income UCITS ETF Dist,DINC.L,FIRST TRUST GLOBAL FUNDS PUBLIC
BGCROEX03189,ECDC,Expat Croatia CROBEX UCITS ETF,ECDC.DE,Expat Croatia Crobex UCITS ETF
IE00BMC38736,VVSM,VanEck Semiconductor UCITS ETF,VVSM.DE,VanEck Semiconductor UCITS ETF
LU0292095535,DXSA,Xtrackers Euro Stoxx Quality Dividend UCITS ETF 1D,DXSA.DE,Xtrackers Euro Stoxx Quality Dividend UCITS ETF
FR0007075494,L8IF,Amundi DJ Global Titans 50 UCITS ETF Dist,MGT.MI,Amundi DJ Global Titans 50 UCITS ETF Dist
IE00BYVDRF92,ACGUKD,UBS MSCI ACWI SF UCITS ETF GBP Hedged Ukdis,,
IE00BFWFPX50,ZPDK,State Street SPDR S&P U.S. Communication Services Select Sector UCITS ETF USD,ZPDK.DE,State Street SPDR S&P U.S. Communication Services Select Sector UCITS ETF
IE00BDQZN550,AWESGG,UBS MSCI ACWI Universal UCITS ETF hGBP acc,,
IE000NVVIF88,H41E,HSBC MSCI Emerging Markets Value Screened UCITS ETF USD (Acc),H41E.DE,HSBC MSCI Emerging Markets Value Screened UCITS ETF USD Acc
LU0950669845,AW1T,UBS MSCI EMU Value UCITS ETF EUR acc,AW1T.DE,UBS MSCI EMU Value UCITS ETF EUR acc
LU1130155861,CAHUSA,UBS MSCI Canada UCITS ETF hUSD acc,CAHUSA.SW,UBS MSCI Canada UCITS ETF hUSD acc
IE00023EZQ82,CBUN,iShares Digital Entertainment and Education UCITS ETF USD (Acc),CBUN.DE,iShares Digital Entertainment and Education UCITS ETF
IE00BYZLWM19,AT1S,Invesco AT1 Capital Bond UCITS ETF GBP Hedged Dist,,
DE0006289382,EXI2,iShares Dow Jones Global Titans 50 UCITS ETF (DE) EUR (Dist),EXI2.DE,iShares Dow Jones Global Titans 50 UCITS ETF (DE)
IE00BNC1G707,XUCM,Xtrackers MSCI USA Communication Services UCITS ETF 1D,XUCM.DE,Xtrackers MSCI USA Communication Services UCITS ETF 1D
IE00BMVB5P51,V60A,Vanguard LifeStrategy 60% Equity UCITS ETF Accumulating,V60A.DE,Vanguard LifeStrategy 60% Equity UCITS ETF (EUR) Accumulating
IE00BMYDM919,LGGE,L&G Europe ex-UK Quality Dividends Equal Weight UCITS ETF EUR Dist,LGGE.DE,L&G Europe ex-UK Quality Dividends Equal Weight ETF EUR Dis
IE00BMVB5Q68,V60D,Vanguard LifeStrategy 60% Equity UCITS ETF Distributing,V60D.DE,Vanguard LifeStrategy 60% Equity UCITS ETF (EUR) Distributing
IE000VXC51U5,XMAE,Xtrackers MSCI AC World Screened UCITS ETF 2C - EUR Hedged,XMAE.DE,Xtrackers MSCI AC World Screened UCITS ETF 2C - EUR Hedged
IE00BM67HL84,XDWF,Xtrackers MSCI World Financials UCITS ETF 1C,XDWF.DE,Xtrackers MSCI World Financials UCITS ETF 1C
FR0014003N93,WLDHC,Amundi MSCI World Swap II UCITS ETF EUR Hedged Acc,,
IE00BJ5JP097,7KQ0,iShares MSCI World Financials Sector Advanced UCITS ETF USD (Dist),WFNS.AS,iShares MSCI World Financials Sector Advanced UCITS ETF USD Inc
LU2009202107,EMXC,Amundi MSCI Emerging Ex China UCITS ETF Acc,EMXC.DE,Amundi MSCI Emerging Ex China UCITS ETF Acc
IE00BMVB5R75,V80A,Vanguard LifeStrategy 80% Equity UCITS ETF (EUR) Accumulating,V80A.DE,Vanguard LifeStrategy 80% Equity UCITS ETF (EUR) Accumulating
FR0011660927,DJAB,Amundi MSCI World Swap II UCITS ETF EUR Hedged Dist,WLDH.MI,Amundi MSCI World Swap II UCITS ETF EUR Hedged Dist
DE000ETF7011,F701,Amundi Multi-Asset Portfolio UCITS ETF Dist,F701.DE,Amundi Multi-Asset Portfolio UCITS ETF Dist
IE00BMVB5S82,V80D,Vanguard LifeStrategy 80% Equity UCITS ETF Distributing,V80D.DE,Vanguard LifeStrategy 80% Equity UCITS ETF (EUR) Distributing
IE00B652H904,EUNY,iShares Emerging Markets Dividend UCITS ETF,EUNY.DE,iShares EM Dividend UCITS ETF USD (Dist)
IE00B7KMNP07,UBUD,UBS Solactive Global Pure Gold Miners UCITS ETF USD dis,UBUD.DE,UBS Solactive Global Pure Gold Miners UCITS ETF USD dis
IE00B42YS929,2B73,iShares MSCI World GBP Hedged UCITS ETF (Acc),IGWD.L,iShares MSCI World GBP Hedged UCITS ETF (Acc)
IE000H1H16W5,CBUI,iShares MSCI World Value Factor Advanced UCITS ETF USD (Acc),CBUI.DE,iShares MSCI World Value Factor Advaced UCITS ETF USD (Acc)
LU0486851024,D5BL,Xtrackers MSCI Europe Value UCITS ETF 1C,D5BL.DE,Xtrackers MSCI Europe Value UCITS ETF 1C
LU1598690169,LGWS,Amundi MSCI EMU Value Factor UCITS ETF Dist,LGWS.DE,Amundi MSCI EMU Value Factor ETF Distribution
NL0009272764,2TCB,VanEck Multi-Asset Conservative Allocation UCITS ETF,DTM.AS,VanEck Multi-Asset Conservative Allocation UCITS ETF
IE00018LB0D8,WF1E,Invesco S&P World Financials ESG UCITS ETF Acc,WF1E.DE,Invesco Markets II plc - Invesco S&P World Financials ESG UCITS ETF Acc
IE00B0M63623,IQQT,iShares MSCI Taiwan UCITS ETF,IQQT.DE,iShares MSCI Taiwan UCITS ETF USD (Dist)
IE00BDQZN113,AWESGW,UBS MSCI ACWI Universal UCITS ETF hUSD acc,AWESGW.SW,UBS MSCI ACWI Universal UCITS ETF hUSD acc
IE00BDQZN337,AWESGE,UBS MSCI ACWI Universal UCITS ETF hEUR acc,,
DE000ETFL474,ELFB,Deka Oekom Euro Nachhaltigkeit UCITS ETF,ELFB.DE,Deka Euro Prime ESG UCITS ETF
IE00BYTRR970,SS43,State Street SPDR MSCI World Financials UCITS ETF USD,WFIN.MI,State Street SPDR MSCI World Financials UCITS ETF USD Acc
IE00B8X9NY41,FTGE,First Trust Eurozone AlphaDEX UCITS ETF Acc,FTGE.DE,First Trust Eurozone AlphaDEX UCITS ETF Class A Shares
DE000ETFL128,EL4L,Deka iBoxx EUR Liquid Sovereign Diversified 1-3 UCITS ETF,EL4L.DE,Deka iBoxx EUR Liquid Sovereign Diversified 1-3 UCITS ETF
IE00BQN1K901,CEMS,iShares Edge MSCI Europe Value Factor UCITS ETF,CEMS.DE,iShares Edge MSCI Europe Value Factor UCITS ETF EUR (Acc)
IE00BDQZMX67,AWESG,UBS MSCI ACWI Universal UCITS ETF USD dis,AWESG.MI,UBS MSCI ACWI Universal UCITS ETF USD dis
IE00BYM11J43,ACWIU,UBS MSCI ACWI SF UCITS ETF hUSD acc,ACWIU.SW,UBS MSCI ACWI SF UCITS ETF hUSD acc
IE00BYM11K57,ACWIE,UBS MSCI ACWI SF UCITS ETF hEUR acc,ACWIE.MI,UBS MSCI ACWI SF UCITS ETF hEUR acc
IE00BFZPF439,XAT1,Invesco AT1 Capital Bond UCITS ETF EUR Hedged Dist,XAT1.DE,Invesco USD AT1 CoCo Bond UCITS ETF EUR Hedged Dist
IE00BG13YH41,IS0T,iShares Edge MSCI Europe Value Factor UCITS ETF EUR (Dist),IEDL.L,iShares Edge MSCI Europe Value Factor UCITS ETF EUR (Dist)
IE00BYVDRC61,ACUUKD,UBS MSCI ACWI SF UCITS ETF USD Hedged Ukdis,ACUUKD.SW,UBS MSCI ACWI SF UCITS ETF hUSD Ukdis
IE00BYVDRD78,ACEUKD,UBS MSCI ACWI SF UCITS ETF hEUR Ukdis,,
IE00BYQCZL35,DXJD,WisdomTree Japan Equity UCITS ETF CHF Hedged Acc,DXJD.SW,WisdomTree Japan Equity UCITS ETF - CHF Hedged Acc
IE00B441G979,IBCH,iShares MSCI World EUR Hedged UCITS ETF (Acc),IBCH.DE,iShares MSCI World EUR Hedged UCITS ETF (Acc)
IE00BYM11H29,ACWIA,UBS MSCI ACWI SF UCITS ETF USD acc,ACWIA.MI,UBS MSCI ACWI SF UCITS ETF USD acc
IE00BDQZN774,AWESGS,UBS MSCI ACWI Universal UCITS ETF hCHF acc,AWESGS.SW,UBS MSCI ACWI Universal UCITS ETF hCHF acc
NL0010408704,TSWE,VanEck World Equal Weight Screened UCITS ETF A,TSWE.DE,VanEck World Equal Weight Screened UCITS ETF
IE00BKZGB098,H41J,HSBC Multi-Factor Worldwide Equity UCITS ETF USD,HWWD.L,HSBC Multi Factor Worldwide Equity UCITS ETF
IE000EFHIFG3,WELX,Amundi S&P Global Communication Services ESG UCITS ETF DR EUR (A),WELX.DE,Amundi ETF ICAV - Amundi S&P World Communication Services Screened UCITS ETF Acc
IE00BJXFZ989,ACWUKD,UBS MSCI ACWI SF UCITS ETF USD Ukdis,ACWUKD.SW,UBS MSCI ACWI SF UCITS ETF USD Ukdis
IE00BMH5Y327,V9N,Global X Data Center REITs & Digital Infrastructure UCITS ETF USD Accumulating,V9N.DE,Global X Data Center REITS & Digital Infrastructure UCITS ETF USD Acc
IE00BMVB5M21,V40A,Vanguard LifeStrategy 40% Equity UCITS ETF Accumulating,V40A.DE,Vanguard LifeStrategy 40% Equity UCITS ETF (EUR) Accumulating
IE00BQZJBX31,WTEE,WisdomTree Europe Equity Income UCITS ETF,WTEE.DE,WisdomTree Europe Equity Income UCITS ETF
IE00BDQZN667,AWESGT,UBS MSCI ACWI Universal UCITS ETF hCHF dis,AWESGT.SW,UBS MSCI ACWI Universal UCITS ETF hCHF dis
IE00BDF16007,EEIP,WisdomTree Europe Equity Income UCITS ETF Acc,EEIA.MI,WisdomTree Europe Equity Income UCITS ETF Acc
IE00BMVB5N38,V40D,Vanguard LifeStrategy 40% Equity UCITS ETF Distributing,V40D.DE,Vanguard LifeStrategy 40% Equity UCITS ETF (EUR) Distributing
IE000ANYHV73,WELR,Amundi S&P Global Communication Services ESG UCITS ETF DR EUR (D),WELR.DE,Amundi ETF ICAV - Amundi S&P World Communication Services Screened UCITS ETF Dist
IE00B8NB3063,3ITL,WisdomTree FTSE MIB 3x Daily Leveraged,3ITL.MI,WisdomTree FTSE MIB 3x Daily Leveraged
IE00B3CNHG25,ETLX,L&G Gold Mining UCITS ETF,ETLX.DE,L&G Gold Mining UCITS ETF
IE00BZ0PKV06,IBC0,iShares STOXX Europe Equity Multifactor UCITS ETF EUR (Acc),IBC0.DE,iShares STOXX Europe Equity Multifactor UCITS ETF EUR (Acc)
IE00BG13YL86,IS0V,iShares STOXX Europe Equity Multifactor UCITS ETF EUR (Dist),IFSD.L,iShares STOXX Europe Equity Multifactor UCITS ETF EUR (Dist)
IE00BZ2GTT26,ACCUKD,UBS MSCI ACWI SF UCITS ETF CHF Hedged Ukdis,ACCUKD.SW,UBS MSCI ACWI SF UCITS ETF hCHF Ukdis
IE00BSPLC306,ZPRW,State Street SPDR MSCI Europe Value UCITS ETF EUR,ZPRW.DE,State Street SPDR MSCI Europe Value UCITS ETF EUR Acc
NL0009272780,2TCD,VanEck Multi-Asset Growth Allocation UCITS ETF,TOF.AS,VanEck Multi-Asset Growth Allocation UCITS ETF
IE00BYQCZF74,DXJP,WisdomTree Japan Equity UCITS ETF GBP Hedged,DXJP.L,WisdomTree Japan Equity UCITS ETF - GBP Hedged
IE00B23D8X81,6PSC,Invesco RAFI Europe Fundamental Value UCITS ETF Dist,6PSC.DE,Invesco RAFI Europe Fundamental Value UCITS ETF
IE00BGHQ0G80,XMAW,Xtrackers MSCI AC World Screened UCITS ETF 1C,XMAW.DE,Xtrackers MSCI AC World Screened UCITS ETF 1C
LU1829220216,LYY0,Amundi MSCI All Country World UCITS ETF EUR Acc,LYY0.DE,Amundi MSCI All Country World UCITS ETF EUR Acc
IE00BYM11L64,ACWIS,UBS MSCI ACWI SF UCITS ETF hCHF acc,ACWIS.SW,UBS MSCI ACWI SF UCITS ETF hCHF acc
IE00BG7PP820,SMLA,Invesco Communications S&P US Select Sector UCITS ETF A,XLCS.MI,Invesco Communications S&P US Select Sector UCITS ETF USD Acc
IE00B8GKDB10,VGWD,Vanguard FTSE All-World High Dividend Yield UCITS ETF Distributing,VGWD.DE,Vanguard FTSE All-World High Dividend Yield UCITS ETF USD Distributing
LU0478205379,D5BG,Xtrackers II EUR Corporate Bond UCITS ETF 1C,D5BG.DE,Xtrackers II EUR Corporate Bond UCITS ETF 1C
IE00BZ163G84,VECP,Vanguard EUR Corporate Bond UCITS ETF (EUR) Distributing,VECP.DE,Vanguard EUR Corporate Bond UCITS ETF
IE00BGYWT403,VECA,Vanguard EUR Corporate Bond UCITS ETF Accumulating,VECA.DE,Vanguard EUR Corporate Bond UCITS ETF EUR Accumulation
IE00BF59RX87,JREB,JPMorgan EUR Corporate Bond Research Enhanced Index (ESG) UCITS ETF,JREB.DE,JPMorgan ETFs Ireland ICAV - JPM EUR IG Corporate Bond Active UCITS ETF - EUR (acc)
LU2089238625,PRAC,Amundi Core EUR Corporate Bond UCITS ETF EUR Acc,PRAC.DE,Amundi Core Eur Corporate Bond UCITS ETF DR - EUR (C)
DE000A0H0744,EXXW,iShares Dow Jones Asia Pacific Select Dividend 50 UCITS ETF (DE),EXXW.DE,iShares Dow Jones Asia Pacific Select Dividend 50 UCITS ETF (DE)
IE00BJXRT813,SPF4,State Street SPDR MSCI World Value UCITS ETF USD Unhedged (Acc),WVAL.L,State Street SPDR MSCI World Value UCITS ETF
IE00BLSNMW37,BBCK,Invesco Global Buyback Achievers UCITS ETF,BBCK.DE,Invesco Global Buyback Achievers UCITS ETF
IE00BYQCZJ13,WTIF,WisdomTree Japan Equity UCITS ETF EUR Hedged Acc,WTIF.DE,WisdomTree Japan Equity UCITS ETF - EUR Hedged Acc
LU2244386137,ASRG,BNP Paribas Easy EUR High Yield SRI Fossil Free UCITS ETF Dis,ASRG.DE,BNP Paribas Easy € High Yield SRI Fossil Free
IE00B3F81R35,EUN5,iShares Core EUR Corporate Bond UCITS ETF (Dist),EUN5.DE,iShares Core € Corp Bond UCITS ETF EUR (Dist)
IE00B6R52259,IUSQ,iShares MSCI ACWI UCITS ETF USD (Acc),IUSQ.DE,iShares MSCI ACWI UCITS ETF USD Acc
IE000J80JTL1,GRID,First Trust Nasdaq Clean Edge Smart Grid Infrastructure UCITS ETF Acc,GRID.DE,First Trust Nasdaq Clean Edge Smart Grid Infrastructure UCITS ETF
LU0832436512,LGQI,Amundi Global Equity Quality Income UCITS ETF Dist,LGQI.DE,Amundi Global Equity Quality Income UCITS ETF Dist
IE00BK5BQT80,VWCE,Vanguard FTSE All-World UCITS ETF (USD) Accumulating,VWCE.DE,Vanguard FTSE All-World UCITS ETF USD Accumulation
IE00B3RBWM25,VGWL,Vanguard FTSE All-World UCITS ETF (USD) Distributing,VGWL.DE,Vanguard FTSE All-World UCITS ETF
IE00BF1B7389,SPP1,State Street SPDR MSCI All Country World UCITS ETF EUR Hedged (Acc),SPP1.DE,State Street SPDR MSCI All Country World EUR Hdg UCITS ETF (Acc)
FR0014003IY1,BUN1,Amundi MSCI World Swap II UCITS ETF Acc,WLDC.MI,Amundi MSCI World Swap II UCITS ETF Acc
DE000A0H08K7,EXH5,iShares STOXX Europe 600 Insurance UCITS ETF (DE),EXH5.DE,iShares STOXX Europe 600 Insurance UCITS ETF (DE)
IE00BYSX4739,FYEQ,Fidelity Emerging Markets Quality Income UCITS ETF INC-USD,FYEQ.DE,Fidelity Emerging Markets Quality Income UCITS ETF USD Inc
GB00B15KXX56,OD7H,WisdomTree Gold,SBUL.MI,WisdomTree Gold 1x Daily Short ETP Securities
IE00BF1B7272,SPP2,State Street SPDR MSCI All Country World UCITS ETF USD Hedged (Acc),SPP2.DE,State Street SPDR MSCI All Country World UCITS ETF USD Acc
DE000ETF7037,F703,Amundi Multi-Asset Portfolio Offensive UCITS ETF Dist,F703.DE,Amundi Multi-Asset Portfolio Offensive UCITS ETF Dist
IE00BYSX4846,FYEM,Fidelity Emerging Markets Quality Income UCITS ETF ACC-USD,FYEM.DE,Fidelity Emerging Markets Quality Income UCITS ETF USD Acc
LU1681039308,18MQ,Amundi JPX Nikkei 400 UCITS ETF Daily Hedged GBP,JP40.DE,Amundi Index Solutions - Amundi JPX-Nikkei 400
LU1923163676,AFRHG,Amundi Floating Rate Euro Corporate ESG UCITS ETF GBP Hedged (C),AFRHG.PA,Amundi Index Solutions - Amundi Floating Rate EURO Corporate 1-3 UCITS ETF-C GBP Hedged
XS2115336336,RM8U,HANetf The Royal Mint Responsibly Sourced Physical Gold ETC,RMAU.MI,Royal Mint Responsibly Sourced Physical Gold ETC
LU1931975079,PR1C,Amundi Core EUR Corporate Bond UCITS ETF EUR Dist,PR1C.DE,Amundi Core EUR Corporate Bond UCITS ETF Dist
LU1834987973,LIRU,Amundi STOXX Europe 600 Insurance UCITS ETF Acc,LIRU.DE,Multi Units Luxembourg - Amundi STOXX Europe 600 Insurance UCITS ETF Acc
LU0478205965,XEC1,Xtrackers II EUR Corporate Bond UCITS ETF 1D,XEC1.DE,Xtrackers II EUR Corporate Bond UCITS ETF (DR) 1D
IE00BLLZQS08,MODR,iShares Moderate Portfolio UCITS ETF EUR (Acc),MODR.DE,iShares Moderate Portfolio UCITS ETF EUR (Acc)
LU2082997946,EGV1,Amundi STOXX Europe 600 Insurance UCITS ETF Dist,EGV1.DE,Multi Units Luxembourg - Amundi STOXX Europe 600 Insurance UCITS ETF Inc
LU1681047665,JPHC,Amundi ETF JPX Nikkei 400 UCITS ETF Daily Hedged CHF,JPHC.PA,Amundi Index Solutions - Amundi JPX-Nikkei 400 UCITS ETF-C CHF Hedged
XS2399365043,TS3E,Leverage Shares 3x Long Taiwan Semiconductor (TSM) ETP Securities,TSM3.L,LEVERAGE SHARES PUBLIC LIMITED 
IE00BK5BZX59,3GGL,Leverage Shares 3x Alphabet ETP,3GOO.MI,Leverage Shares 3x Alphabet ETC
IE00B44Z5B48,SPYY,State Street SPDR MSCI All Country World UCITS ETF USD Unhedged (Acc),SPYY.DE,State Street SPDR MSCI All Country World UCITS ETF
FR0010315770,LYYA,Amundi MSCI World Swap II UCITS ETF Dist,LYYA.DE,Amundi MSCI World Swap II UCITS ETF Dist
LU1437018168,A4H8,Amundi Index Euro Corporate SRI UCITS ETF DR (C),A4H8.DE,Amundi Index Solutions - Amundi EUR Corporate Bond ESG UCITS ETF DR (C)
LU0484968812,XB4F,Xtrackers II EUR Corporate Bond SRI PAB UCITS ETF 1D,XB4F.DE,Xtrackers II EUR Corporate Bond SRI PAB UCITS ETF 1D
LU1737653987,DECR,Amundi Index Euro Corporate SRI UCITS ETF DR (D),DECR.DE,Amundi Index Solutions - Amundi EUR Corporate Bond ESG UCITS ETF DR (D)
LU0950672807,CANA,UBS MSCI Canada UCITS ETF CAD acc,CANA.MI,UBS MSCI Canada UCITS ETF CAD acc
LU1681039647,TCC4,Amundi Index Euro Corporate SRI UCITS ETF 2 DR EUR (C),TCC4.DE,Amundi Index Solutions - Amundi EUR Corporate Bond ESG UCITS ETF 2 DR - EUR (C)
IE00B5MTXJ97,SC0Y,Invesco European Insurance Sector UCITS ETF Acc,SC0Y.DE,Invesco STOXX Europe 600 Optimised Insurance UCITS ETF
LU1169825954,SGPDU,UBS MSCI Singapore UCITS ETF SGD dis,UE24.AS,UBS MSCI Singapore UCITS ETF SGD dis
JE00B4RKQV36,00XN,WisdomTree Gold - EUR Daily Hedged,EBUL.MI,WisdomTree Gold - EUR Daily Hedged
IE00BK5BQV03,VGVF,Vanguard FTSE Developed World UCITS ETF Acc,VGVF.DE,Vanguard FTSE Developed World UCITS ETF USD Accumulation
IE00BFZPF322,AT1,Invesco AT1 Capital Bond UCITS ETF Acc,AT1.MI,Invesco USD AT1 CoCo Bond UCITS ETF Acc
IE00BM67HV82,XDWI,Xtrackers MSCI World Industrials UCITS ETF 1C,XDWI.DE,Xtrackers MSCI World Industrials UCITS ETF 1C
LU1829220133,LYAC,Amundi MSCI All Country World UCITS ETF USD Acc,ACWL.L,Amundi MSCI All Country World UCITS ETF USD Acc
IE00B3YLTY66,SPYI,State Street SPDR MSCI All Country World Investable Market UCITS ETF USD Unhedged (Acc),SPYI.DE,State Street SPDR MSCI All Country World Investable Market UCITS ETF
DE000ETFL508,ELFW,Deka MSCI World UCITS ETF Distribution,ELFW.DE,Deka MSCI World UCITS ETF
IE00BKX55T58,VGVE,Vanguard FTSE Developed World UCITS ETF Distributing,VGVE.DE,Vanguard FTSE Developed World UCITS ETF USD Distributing
LU2008760592,ASR3,BNP Paribas Easy EUR Corporate Bond SRI PAB 1-3Y UCITS ETF Dist,ASR3.DE,BNP Paribas Easy € Corp Bond SRI PAB 1-3Y UCITS ETF Inc
IE00B3VSSL01,SML3,Invesco US Technology Sector UCITS ETF,XLKS.MI,Invesco Technology S&P US Select Sector UCITS ETF
IE00B0M63060,IQQD,iShares UK Dividend UCITS ETF,IQQD.DE,iShares UK Dividend UCITS ETF GBP (Dist)
LU0446734872,UIM9,UBS MSCI Canada UCITS ETF CAD dis,UIM9.DE,UBS MSCI Canada UCITS ETF CAD dis
LU1681041973,EHF1,Amundi MSCI Europe High Dividend Factor UCITS ETF EUR (C),EHF1.DE,Amundi Index Solutions - Amundi MSCI Europe High Dividend Factor UCITS ETF-C
IE00BYTRRC02,SS44,State Street SPDR MSCI World Industrials UCITS ETF USD,WIND.MI,State Street SPDR MSCI World Industrials UCITS ETF USD Acc
IE00BGV5VR99,XMOV,Xtrackers Future Mobility UCITS ETF 1C,XMOV.DE,Xtrackers Future Mobility UCITS ETF 1C
LU1681039134,JP4H,Amundi JPX Nikkei 400 UCITS ETF Daily Hedged EUR (C),JPHE.PA,Amundi Index Solutions - Amundi JPX-Nikkei 400 UCITS ETF-C EUR Hedged
IE00BG0TQB18,AT1D,Invesco AT1 Capital Bond UCITS ETF Dist,AT1D.MI,Invesco USD AT1 CoCo Bond UCITS ETF USD Dist
LU1681038086,TPHG,Amundi Japan Topix UCITS ETF Daily Hedged GBP,TPHG.PA,Amundi Index Solutions - Amundi Japan Topix UCITS ETF-C GBP Hedged
LU1681038169,TPHC,Amundi Japan Topix UCITS ETF Daily Hedged CHF,TPHC.PA,Amundi Index Solutions - Amundi Japan Topix UCITS ETF-C CHF Hedged
LU0959211326,SPHC,Amundi Core S&P 500 Swap UCITS ETF EUR Hedged Acc,SPHC.MI,Amundi Core S&P 500 Swap UCITS ETF EUR Hedged Acc
LU1484799843,4UBF,UBS BBG MSCI Euro Area Liquid Corp Sustainable UCITS ETF EUR acc,4UBF.DE,UBS BBG MSCI Euro Area Liquid Corp Sustainable UCITS ETF EUR acc
IE00B3T9LM79,SYBC,State Street SPDR Bloomberg Euro Corporate Bond UCITS ETF EUR,SYBC.DE,State Street SPDR Bloomberg Euro Corporate Bond UCITS ETF
IE00B14X4T88,IQQX,iShares Asia Pacific Dividend UCITS ETF,IQQX.DE,iShares Asia Pacific Dividend UCITS ETF USD (Dist)
LU0484968903,XB4D,Xtrackers II EUR Corporate Bond SRI PAB UCITS ETF 1C,XB4D.DE,Xtrackers II EUR Corporate Bond SRI PAB UCITS ETF 1C
