isin,symbol,name
LU1048317298,UC85.L,UBS Core BBG US Liquid Corp UCITS ETF hGBP dis
DE000A3G3ZL3,DA20.DE,Bitwise MSCI Digital Assets Select 20 ETC
IE00BMDV7578,JREC.DE,JPM China A Research Enhanced Index Equity Active UCITS ETF - USD (acc)
GB00B15KY872,ZINC.L,WisdomTree Zinc
IE00B1FZSF77,IQQ7.DE,iShares US Property Yield UCITS ETF USD (Dist)
LU1974695790,EMIG.DE,UBS J.P. Morgan USD EM IG Screened Diversified Bond UCITS ETF USD acc
IE00B1W57M07,IQQ9.DE,iShares BIC 50 UCITS ETF USD (Dist)
LU1910939849,B8TQ.DE,Amundi Global Government Inflation-Linked Bond 1-10Y UCITS ETF
LU2099992260,4UBR.DE,UBS BBG MSCI Global Liquid Corp Sustainable UCITS ETF hEUR acc
IE00BZ56TQ67,WTIM.DE,WisdomTree Eurozone Quality Dividend Growth UCITS ETF - EUR Acc
IE0003W9O921,XGBU.DE,Xtrackers (IE) Plc - Xtrackers USD Corporate Green Bond UCITS ETF 2C USD Acc
JE00B78NPW60,EIMT.MI,WisdomTree Industrial Metals - EUR Daily Hedged
IE00BYTH5R14,ZPD6.DE,State Street SPDR S&P U.S. Dividend Aristocrats Screened UCITS ETF
IE00BZ56SY76,EGRW.L,WisdomTree Eurozone Quality Dividend Growth UCITS ETF - EUR
IE000UCFZI88,SLXU.AS,iShares Core £ Corp Bond UCITS ETF USD Hedged (Acc)
IE00BFMM8Y81,SPEH.L,iShares Spain Govt Bond UCITS ETF USD Hedged (Acc)
IE00BN4RDY28,JIGB.SW,JPMorgan ETFs Ireland ICAV - JPM USD IG Corporate Bond Active UCITS ETF - USD (dist)
IE00BGYWFK87,VUCE.DE,Vanguard USD Corporate Bond UCITS ETF USD Accumulation
IE00BZ163K21,VUCP.DE,Vanguard USD Corporate Bond UCITS ETF
LU1841731745,L4K3.DE,Amundi MSCI China UCITS ETF
IE00B4WXJH41,EUN8.DE,iShares € Govt Bond 10-15yr UCITS ETF EUR (Dist)
LU2265794946,UIC1.DE,UBS Solactive China Technology UCITS ETF hEUR acc
LU1910940268,B8TQ.DE,Amundi Global Government Inflation-Linked Bond 1-10Y UCITS ETF
IE00BK80XL30,MCHN.DE,Invesco MSCI China All Shares Connect UCITS ETF
IE00BD4DX952,XQUA.DE,Xtrackers ESG USD Emerging Markets Bond Quality Weighted UCITS ETF 1D
IE00BLRPRD67,USAB.DE,L&G USD Corporate Bond Screened UCITS ETF USD Distributing
LU2099992005,CORPSC.SW,UBS BBG MSCI Global Liquid Corp Sustainable UCITS ETF hCHF acc
LU1750178011,M9SV.DE,Market Access Stoxx China A Minimum Variance Index UCITS ETF C EUR
IE00BJ5JPG56,ICGA.DE,iShares MSCI China UCITS ETF USD Acc
IE00BDFK1573,2B7S.DE,iShares $ Treasury Bond 1-3yr UCITS ETF
LU1650489385,LYQ6.DE,Amundi Euro Government Bond 10-15Y UCITS ETF Acc
IE00B44T3H88,H4ZP.DE,HSBC MSCI China UCITS ETF
LU2456436083,XCS7.DE,Xtrackers MSCI China UCITS ETF 1D
LU0489337690,D5BK.DE,Xtrackers FTSE Developed Europe Real Estate UCITS ETF 1C
LU1459801517,TIP1A.SW,UBS Core BBG TIPS 1-10 UCITS ETF USD acc
LU1974696418,EMIE.DE,UBS J.P. Morgan USD EM IG Screened Diversified Bond UCITS ETF hEUR acc
LU0514695187,XCS5.DE,Xtrackers MSCI India Swap UCITS ETF 1C
IE00BKPT2T41,IGAE.AS,iShares J.P. Morgan ESG $ EM Investment Grade Bond UCITS ETF USD Acc
LU0875160326,RQFI.DE,Xtrackers Harvest CSI300 UCITS ETF 1D
IE00BWBXM385,ZPDS.DE,State Street SPDR S&P U.S. Consumer Staples Select Sector UCITS ETF
FR0010150458,XEYX.DE,BNP Paribas Easy CAC 40 ESG UCITS ETF
LU0641007264,XGIG.L,Xtrackers II Global Inflation-Linked Bond UCITS ETF 3D - GBP Hedged
LU2611732475,C005.DE,Amundi Index Solutions - Amundi SDAX UCITS ETF EUR Distributing
IE00BM8QS095,ICNT.DE,Invesco MSCI China Technology All Shares Stock Connect UCITS ETF
LU1048316720,CBUSAC.SW,UBS Core BBG US Liquid Corp UCITS ETF USD acc
IE0007P4PBU1,H4Z6.DE,HSBC MSCI China UCITS ETF
LU1681039480,EPRE.MI,Amundi Index Solutions - Amundi FTSE EPRA Europe Real Estate UCITS ETF-C
IE00BF2FNJ76,T3RE.DE,Invesco US Treasury Bond 1-3 Year UCITS ETF EUR Hdg Dist
LU1650489898,NADB.DE,Amundi Euro Government Bond 10-15Y UCITS ETF
LU1812091194,LEEU.DE,Amundi Index Solutions - Amundi FTSE EPRA Europe Real Estate UCITS ETF
IE0004KLW911,XQUD.DE,Xtrackers ESG USD Emerging Markets Bond Quality Weighted UCITS ETF 1C
LU2439735890,CNYE.DE,Amundi Index Solutions - Amundi China CNY Bonds UCITS ETF DR USD Cap
IE00B7XD2195,3SIL.MI,WisdomTree Silver 3x Daily Leveraged
IE00BKS8QT65,3TYS.MI,WisdomTree US Treasuries 10Y 3x Daily Short
IE00BGYWFL94,VDCE.DE,Vanguard USD Corporate Bond UCITS ETF EUR Hedged Accumulation
LU1169827224,HKDE.AS,UBS MSCI Hong Kong UCITS ETF (HKD) A-dis
LU2265794276,UIC2.DE,UBS Solactive China Technology UCITS ETF USD acc
LU1681043086,18MK.DE,Amundi Index Solutions - Amundi MSCI India Swap II UCITS ETF EUR Acc
DE000ETFL326,EL46.DE,Deka MSCI China ex A Shares UCITS ETF
LU1681043169,CI2U.PA,Amundi Index Solutions - Amundi MSCI India Swap II UCITS ETF USD Acc
IE000DOZYQJ7,TAEH.DE,Janus Henderson Haitong Asia ex-Japan High Yield Corp USD Bond Screened Core UCITS ETF EUR-H Dist
DE000A0F5UE8,EXXU.DE,iShares Dow Jones China Offshore 50 UCITS ETF (DE)
LU1974694637,EGOG.L,UBS(Lux)Fund Solutions – J.P. Morgan Global Government ESG Liquid Bond UCITS ETF(hedged GBP)A-dis
LU1974696095,ESGEMC.SW,UBS J.P. Morgan USD EM IG Screened Diversified Bond UCITS ETF hCHF acc
LU1285960032,USIH.MI,Amundi USD Corporate Bond Climate Paris Aligned UCITS ETF EUR Hedged Dist
IE0005E8N9I1,FSMU.SW,Fidelity Global Corp Bond Research Enhanced PAB UCITS ETF USD Income Hedged
LU0514695690,XCS6.DE,Xtrackers MSCI China UCITS ETF 1C
FR0010361683,LYMD.DE,Amundi MSCI India Swap UCITS ETF EUR ACC
IE00BYX8XC17,SXR6.DE,iShares MSCI Japan SRI UCITS ETF
IE00BMFJGP26,IEGC.SW,iShares Core € Govt Bond UCITS ETF CHF Hedged Acc
LU1215461168,CBSUSA.MI,UBS BBG MSCI US Liquid Corp Sustainable UCITS ETF USD acc
IE00BF4NQ904,H41K.DE,HSBC MSCI CHINA A UCITS ETF
DE000A0Q4R44,EXI5.DE,iShares STOXX Europe 600 Real Estate UCITS ETF (DE)
IE00BGDQ0V72,36B4.DE,iShares MSCI Japan SRI UCITS ETF
IE00BF59RV63,JRUB.DE,JPMorgan ETFs Ireland ICAV - JPM USD IG Corporate Bond Active UCITS ETF - USD (acc)
XS2337092550,3URE.DE,Leverage Shares PLC           E
LU1806495575,UCRP.DE,Amundi Index Solutions - Amundi USD Corporate Bond ESG UCITS ETF DR (C)
FR0010375766,LYINR.SW,Amundi MSCI India Swap UCITS ETF USD Acc
LU1407887089,US1.MI,Amundi US Treasury Bond 1-3Y UCITS ETF Acc
LU1459802168,TIP1S.SW,UBS Core BBG TIPS 1-10 UCITS ETF hCHFacc
FR0011720911,CNAA.DE,Amundi MSCI China A UCITS ETF Acc
LU1708330318,GAGH.MI,Amundi Index Solutions - Amundi Core Global Aggregate Bond UCITS ETF DR EUR Hedged
IE000GGQK173,R8T.DE,abrdn Future Real Estate UCITS ETF
LU1459801434,TIP1D.MI,UBS Core BBG TIPS 1-10 UCITS ETF USD dis
IE00BF51K025,PUIG.DE,Invesco USD IG Corporate Bond ESG Climate Transition UCITS ETF
IE00BQXKVQ19,XGLF.DE,Xtrackers MSCI GCC Select Swap UCITS ETF 1C
GB00BMTP1519,WALT.SW,WisdomTree Physical Crypto Altcoins
LU2469335298,MPXG.L,Amundi MSCI Pacific Ex Japan SRI Climate Paris Aligned - UCITS ETF DR - GBP (D)
IE0000J0F3C5,JRUE.DE,JPMorgan ETFs Ireland ICAV - JPM USD IG Corporate Bond Active UCITS ETF - EUR Hedged (acc)
IE000DS9ZCL4,JRDC.DE,JPM China A Research Enhanced Index Equity Active UCITS ETF USD Distribution
CH1218734544,HDXM.DE,Hashdex AG                    O
IE00BQT3WG13,36BZ.DE,iShares MSCI China A UCITS ETF
IE00BM67HN09,XDWS.DE,Xtrackers MSCI World Consumer Staples UCITS ETF 1C
IE00BKKKWJ26,5UOA.DE,iShares $ Corp Bond ESG SRI UCITS ETF USD Acc
IE00BK4W7N32,36BE.DE,iShares $ Corp Bond ESG SRI UCITS ETF USD Inc
IE00BD4DXB77,XQUE.DE,Xtrackers ESG USD Emerging Markets Bond Quality Weighted UCITS ETF 2D-EURHedged
LU0950676113,UT1US.SW,UBS Core BBG US Treasury 1-3 UCITS ETF USD acc
LU1048316647,UEF9.DE,UBS Core BBG US Liquid Corp UCITS ETF USD dis
LU1285959703,USIG.MI,Amundi USD Corporate Bond Climate Paris Aligned UCITS ETF Dist
IE00BF2FNG46,TRD3.DE,Invesco US Treasury Bond 1-3 Year UCITS ETF USD Dist
LU2089239276,PRAP.DE,Amundi Core USD Corporate Bond UCITS ETF Acc
LU2037749152,PR1P.DE,Amundi Core USD Corporate Bond UCITS ETF Dist
IE00BKPJY541,KSRE.DE,KraneShares ICBCCS SSE Star Market 50 Index UCITS ETF
IE00BYXPSP02,2B7S.DE,iShares $ Treasury Bond 1-3yr UCITS ETF
IE00B14X4S71,IUSU.DE,iShares $ Treasury Bond 1-3yr UCITS ETF USD (Dist)
IE00BF1QPL78,SPFE.DE,State Street SPDR Bloomberg Global Aggregate Bond UCITS ETF EUR Hedged
IE00B3VWN179,CSBGU3.MI,iShares VII PLC - iShares $ Treasury Bd 1-3y ETF USD Acc B
LU1900068914,LCHI.DE,Amundi MSCI China ESG Selection Extra UCITS ETF Acc
LU2523865991,X71U.L,Xtrackers II Eurozone Government Bond 7-10 UCITS ETF 2C Hedged
LU2297533809,UCRH.DE,Amundi Index Solutions - Amundi USD Corporate Bond ESG UCITS ETF DR - Hedged EUR (D)
IE00BLF7VX27,SPPU.DE,State Street SPDR Bloomberg U.S. Corporate Scored UCITS ETF
IE00BMGNVD65,AGUG.AS,iShares Core Global Aggregate Bond UCITS ETF USD Hedged (Dist)
LU1602144906,18MM.DE,Amundi MSCI Pacific Ex Japan SRI Climate Paris Aligned - UCITS ETF DR - EUR (C)
LU1953188833,UETC.DE,UBS MSCI China Universal UCITS ETF USD dis
IE000AQ7A2X6,SPFF.DE,State Street SPDR Bloomberg Global Aggregate Bond UCITS ETF EUR Acc Hedged
IE00BYTRR756,WCOS.MI,State Street SPDR MSCI World Consumer Staples UCITS ETF
LU0429458895,D5BE.DE,Xtrackers II US Treasuries 1-3 UCITS ETF 1D
IE000HQY8R78,AGGD.AS,iShares Global Aggregate Bond ESG SRI UCITS ETF USD Hedged Accumulation
IE00BC7GZJ81,SYBW.DE,State Street SPDR Bloomberg 1-3 Year U.S. Treasury Bond UCITS ETF
LU2402389261,APXJ.DE,Amundi MSCI Pacific Ex Japan SRI Climate Paris Aligned - UCITS ETF DR - EUR (D)
LU1602145036,CP9U.PA,Amundi MSCI Pacific Ex Japan SRI Climate Paris Aligned - UCITS ETF DR - USD (C)
LU1285959885,USIC.MI,Amundi USD Corporate Bond Climate Paris Aligned UCITS ETF Acc
IE000L1I4R94,TGCC.L,Janus Henderson GCC Sovereign USD Bond Core UCITS ETF
IE00BDBRDM35,EUNA.DE,iShares Core Global Aggregate Bond UCITS ETF EUR Hedged (Acc)
IE00BD9MMD49,JA13.DE,JPMorgan ETFs (Ireland) ICAV - BetaBuilders US Treasury Bond 1-3 yr UCITS ETF
IE00BFMKQC67,XDCC.DE,Xtrackers USD Corporate Bond UCITS ETF 1C
LU1048317538,CBUSS.SW,UBS Core BBG US Liquid Corp UCITS ETF hCHF acc
LU1407887162,US13.MI,Amundi US Treasury Bond 1-3Y UCITS ETF Dist
IE00B7LGZ558,IFRB.AS,iShares France Govt Bond UCITS ETF EUR (Dist)
LU1215461085,CBSUS.MI,UBS BBG MSCI US Liquid Corp Sustainable UCITS ETF USD dis
IE00BF2GFM70,TRGB.L,Invesco US Treasury Bond UCITS ETF GBP Hdg Dist
IE00BFWXDX52,FVUI.DE,Franklin USD Investment Grade Corporate Bond UCITS ETF
LU0721552544,UEFF.DE,UBS Core BBG US Treasury 1-3 UCITS ETF USD dis
GB00BMTP1733,MEGA.PA,WisdomTree Physical Crypto Mega Cap Equal Weight
IE000S0PSP47,VDTS.L,Vanguard USD Treasury Bond UCITS ETF GBP Hedged Distribution
IE00BF1QPK61,GLAC.SW,State Street SPDR Bloomberg Global Aggregate Bond UCITS ETF CHF Hedged
IE00BH4G7D40,36BA.DE,iShares $ Corp Bond ESG SRI UCITS ETF EUR Hedged Inc
IE00BZ036H21,XDGU.DE,Xtrackers USD Corporate Bond UCITS ETF 1D
LU1048317025,UEF0.DE,UBS Core BBG US Liquid Corp UCITS ETF hEUR acc
LU1215461754,CBSUST.SW,UBS BBG MSCI US Liquid Corp Sustainable UCITS ETF hCHF dis
IE00BK6Q9938,BBTR.DE,JPMorgan ETFs (Ireland) ICAV BetaBuilders US Treasury Bond UCITS ETF
LU2095995895,JC11.DE,UBS J.P. Morgan CNY China Gov 1-10 UCITS ETF USD acc
IE00BT9PVG14,FDNI.MI,First Trust Dow Jones International Internet ETF Class A USD
IE000F472DU7,DRGE.DE,L&G China CNY Bond UCITS ETF EUR Inc
JE00B2NFV134,LPLA.MI,WisdomTree Platinum 2x Daily Leveraged
JE00B24DKJ77,SNIK.MI,WisdomTree Nickel 1x Daily Short
IE00BZ043R46,AGGU.SW,iShares Core Global Aggregate Bond UCITS ETF USD Hedged (Acc)
IE000APK27S2,AEGE.DE,iShares Global Aggregate Bond ESG SRI UCITS ETF EUR Hedged Accumulation
IE000Z8F16G5,SHIR.SW,iShares Global Aggregate Bond ESG SRI UCITS ETF CHF Hedged Accumulation
IE00BF1QPH33,SPFU.DE,State Street SPDR Bloomberg Global Aggregate Bond UCITS ETF USD Hedged
IE00BKC94M46,SPFV.DE,State Street SPDR Bloomberg Global Aggregate Bond UCITS ETF USD Hedged Acc
LU1215461325,UET0.DE,UBS BBG MSCI US Liquid Corp Sustainable UCITS ETF hEUR acc
LU0514694701,XCS4.DE,Xtrackers MSCI Thailand UCITS ETF 1C
LU1900067940,LHKG.DE,Amundi MSCI China ESG Selection Extra UCITS ETF Dist
IE00BLRPQL76,DRGN.DE,L&G China CNY Bond UCITS ETF
IE000HT7E0B1,XNZN.DE,Xtrackers Nordic Net Zero Pathway Paris Aligned UCITS ETF 1C
LU1778293313,GAHU.PA,Amundi Index Solutions - Amundi Core Global Aggregate Bond UCITS ETF DR Hedged USD
IE00BMH5Y871,BUG.DE,Global X Cybersecurity UCITS ETF USD Acc
LU2009147591,XGLU.DE,Xtrackers II Eurozone Government Bond UCITS ETF 2C USD Hedged
IE0032895942,IBCD.DE,iShares $ Corp Bond UCITS ETF USD (Dist)
IE00BG47KH54,VAGF.DE,Vanguard Global Aggregate Bond UCITS ETF EUR Hedged Accumulation
DE000ETFL201,EL4U.DE,Deka Deutsche Börse EUROGOV Germany 5-10 UCITS ETF
IE00BL58LJ19,XZBU.DE,Xtrackers USD Corporate Bond SRI PAB UCITS ETF 1C
IE00BG47KB92,VAGE.DE,Vanguard Global Aggregate Bond UCITS ETF EUR Hedged Income
LU2468423459,XZEB.DE,Xtrackers II ESG Eurozone Government Bond UCITS ETF 1C
IE00BG47KF31,VAGX.SW,Vanguard Global Aggregate Bond UCITS ETF CHF Hedged Accumulation
LU1215452092,EQLTS.SW,UBS Factor MSCI EMU Quality Screened UCITS ETF hCHF acc
IE00BKP5L409,IMBE.AS,iShares US Mortgage Backed Securities UCITS ETF EUR Hedged (Acc)
LU1094612022,CGB.DE,Xtrackers II Harvest China Government Bond UCITS ETF 1D
IE00BF0H7608,ETLI.DE,L&G Pharma Breakthrough UCITS ETF
CH1130675676,ALTS.SW,21Shares Crypto Mid-Cap Index ETP
LU2470620761,AHYF.DE,Amundi Index Solutions - Amundi Global Aggregate Bond 1-5Y ESG UCITS ETF DR USD
IE00BYXYYJ35,LQDA.SW,iShares $ Corp Bond UCITS ETF USD (Acc)
LU1852211991,MDBE.DE,UBS Sustainable Development Bank Bonds UCITS ETF hEUR acc
IE00BG47KJ78,VAGU.L,Vanguard Global Aggregate Bond UCITS ETF USD Hedged Accumulation
LU1852211215,MDBA.DE,UBS Sustainable Development Bank Bonds UCITS ETF USD acc
IE00BZ036J45,XDGE.DE,Xtrackers USD Corporate Bond UCITS ETF 2D - EUR Hedged
IE00BK7Y2Q41,LQCE.SW,iShares $ Corp Bond UCITS ETF
IE00BMCZLH06,UEEG.DE,iShares $ Development Bank Bonds UCITS ETF EUR Hedged (Acc)
IE000XGNMWE1,HGGA.DE,HSBC Bloomberg Global ESG Aggregate 1-3 Year Bond UCITS ETF USD Acc
LU1215451524,UIM2.DE,UBS Factor MSCI EMU Quality Screened UCITS ETF EUR dis
IE00BKM4H197,CEMG.DE,iShares MSCI EM Consumer Growth UCITS ETF USD (Acc)
NL0009690254,TGBT.DE,VanEck iBoxx EUR Sovereign Diversified 1-10 UCITS ETF
LU0942970285,XBAU.SW,Xtrackers II ESG Global Aggregate Bond ETF
JE00B2NFTF36,LCOP.MI,WisdomTree Copper 2x Daily Leveraged
IE0002PG6CA6,VVMX.DE,VanEck Rare Earth and Strategic Metals UCITS ETF A USD Acc
LU0942970442,XBAC.SW,Xtrackers II ESG Global Aggregate Bond UCITS ETF 4C - CHF Hedged
LU1852211561,MDBC.SW,UBS Sustainable Development Bank Bonds UCITS ETF hCHF acc
LU2314312849,9W1.DE,BNP PARIBAS EASY - MSCI China Min TE UCITS ETF EUR Acculumation
LU1852212965,MDBU.DE,UBS Sustainable Development Bank Bonds UCITS ETF USD dis
IE00BNG70R26,MUNI.MI,Invesco US Municipal Bond UCITS ETF Dist
IE00BKRWN659,36BD.DE,iShares $ Development Bank Bonds UCITS ETF (Acc)
LU2314312922,9W1A.DE,BNP PARIBAS EASY - MSCI China Min TE UCITS ETF Accumulation
FR0010655704,CF1.PA,Amundi CAC Transition Climat UCITS ETF
IE00B3VWN393,SXRL.DE,iShares $ Treasury Bond 3-7yr UCITS ETF USD (Acc)
DE0006289499,EXHD.DE,iShares eb.rexx Government Germany 5.5-10.5yr UCITS ETF (DE)
IE00BF2FNB90,TRXS.L,Invesco US Treasury Bond 7-10 Year UCITS ETF GBP Hedged Dist
IE00BL58LL31,XZBE.DE,Xtrackers USD Corporate Bond SRI PAB UCITS ETF 2C - EUR hedged
LU1407888483,U71H.L,Amundi US Treasury Bond 7-10Y UCITS ETF GBP Hedged Dist
LU1753045928,JSRI.DE,BNP Paribas Easy MSCI Japan SRI PAB UCITS ETF Distribution
IE00BKPJY434,KSRE.DE,KraneShares ICBCCS SSE Star Market 50 Index UCITS ETF
LU1753045845,QUEJ.DE,BNP Paribas Easy MSCI Japan SRI PAB UCITS ETF Capitalisation
IE000YUAPTQ0,KARS.DE,KraneShares Electric Vehicles & Future Mobility Screened UCITS ETF USD
IE00BLCHJZ35,XFIN.DE,Global X FinTech UCITS ETF USD Acc
IE00BLCHK052,FING.L,Global X FinTech UCITS ETF USD Inc
XS2337090422,AMU3.DE,Leverage Shares PLC           E
IE00BYXYYN70,IMBA.SW,iShares US Mortgage Backed Securities UCITS ETF USD (Acc)
IE00BZ6V7883,QDVP.DE,iShares US Mortgage Backed Securities UCITS ETF USD (Dist)
LU0942970798,XBAE.DE,Xtrackers II ESG Global Aggregate Bond UCITS ETF 5C - EUR Hedged
IE00BF3N6Y61,LQEE.L,iShares $ Corp Bond UCITS ETF EUR Hedged (Dist)
LU1681046691,DE5A.DE,Amundi Index Solutions - Amundi Euro Government Bond Highest Rated Investment Grade UCITS ETF EUR C
IE00BFYN8Y92,EMQQ.DE,EMQQ Emerging Markets Internet UCITS ETF - Accumulating
IE0005E47AH7,SDG9.DE,Xtr.IE-MSCI Gl SDG 9 Id.I.Inf.R
DE000A3GXNT4,VSMA.DE,VanEck ETP AG                 E
LU1407892592,GILS.PA,Amundi Core UK Government Bond UCITS ETF Dist
IE00BMWXKN31,H4ZX.DE,HSBC Hang Seng Tech UCITS ETF
LU1452600437,TIPE.MI,Amundi US TIPS Government Inflation-Linked Bond UCITS ETF EUR Hedged Dist
IE00BGDPWV87,AYEP.DE,iShares Asia Property Yield UCITS ETF
IE00BF92LR56,5HED.DE,Ossiam ESG Low Carbon Shiller Barclays CAPE US Sector UCITS ETF 1A (USD)
IE00BF92LV92,5HEE.DE,Ossiam ESG Low Carbon Shiller Barclays CAPE US Sector UCITS ETF 1A (EUR)
IE00BDT8TZ34,PRFC.SW,Invesco Preferred Shares UCITS ETF CHF Hedged Acc
IE00BYZK4776,2B78.DE,iShares Healthcare Innovation UCITS ETF
IE00BKWQ0H23,SPYH.DE,State Street SPDR MSCI Europe Health Care UCITS ETF
IE00B6R52143,ISAG.MI,iShares V PLC - iShares Agribusiness UCITS ETF USD (Acc)
IE000F6XDNZ5,IBC5.DE,iShares $ TIPS UCITS ETF
LU2233156749,JARI.DE,Amundi Index Solutions - Amundi MSCI Japan SRI Climate Paris Aligned - UCITS ETF DR (C)
IE00B1FZS244,IQQ4.DE,iShares Asia Property Yield UCITS ETF USD (Dist)
LU2343997487,CNEG.PA,Amundi MSCI China ESG Selection - UCITS ETF DR (C)
LU2439733507,AHYD.DE,Amundi Index Solutions - Amundi Global Aggregate Bond ESG UCITS ETF DR HEDGED EUR (C)
IE00BF2FNQ44,TRD7.DE,Invesco US Treasury Bond 3-7 Year UCITS ETF USD Dist
LU0494592974,XCS2.DE,Xtrackers II Australia Government Bond UCITS ETF 1C
LU2008763935,EEPG.DE,BNP Paribas Easy FTSE EPRA Nareit Developed Europe Green CTB UCITS ETF Cap
IE000JZYIUN0,XDG7.DE,Xtrackers MSCI Global SDG 7 Affordable and Clean Energy UCITS ETF 1C USD
DE000A2QP323,EXIB.DE,iShares TecDAX UCITS ETF (DE) Dist
IE000PSF3A70,XDGI.DE,Xtrackers MSCI Global SDGs UCITS ETF 1C USD
IE00B5MJYC95,SC0R.DE,Invesco STOXX Europe 600 Optimised Travel & Leisure UCITS ETF
IE00BK5BZS07,3APE.DE,Leverage Shares 3x Apple ETC
IE00B1FZSC47,IUST.DE,iShares $ TIPS UCITS ETF USD (Acc)
IE00BGPP6473,CBUE.DE,iShares VII PLC - iShares VII PLC - iShares $ Treasury Bond 3-7yr UCITS ETF
IE00BMW42181,ESIH.DE,iShares MSCI Europe Health Care Sector UCITS ETF
DE0005933972,EXS2.DE,iShares TecDAX UCITS ETF (DE)
IE00BDZVH966,IBC5.DE,iShares $ TIPS UCITS ETF
LU1287023342,LYXA.DE,Amundi Euro Highest Rated Macro-Weighted Government Bond UCITS ETF Acc
IE00BFXYHY63,OM3M.DE,iShares VII PLC - iShares VII PLC - iShares $ Treasury Bond 3-7yr UCITS ETF
IE00BYSZ5R67,SPP3.DE,State Street SPDR Bloomberg 3-7 Year U.S. Treasury Bond UCITS ETF
LU1407888996,LYUS37.SW,Amundi US Treasury Bond 3-7Y UCITS ETF GBP Hedged Dist
DE000ETFL607,D6RD.DE,Deka Future Energy ESG UCITS ETF
IE00BF2FPB31,T7EU.DE,Invesco US Treasury Bond 3-7 Year UCITS ETF EUR Hdg Dist
CH1109575535,XLME.DE,21Shares AG                   O
IE00B5MJYY16,SC0T.DE,Invesco STOXX Europe 600 Optimised Health Care UCITS ETF
IE00BYXYYM63,IUAA.SW,iShares US Aggregate Bond UCITS ETF USD (Acc)
IE00B1FZSB30,CBUS.DE,iShares Core UK Gilts UCITS ETF GBP (Dist)
IE00B44CGS96,EUNX.DE,iShares US Aggregate Bond UCITS ETF USD (Dist)
LU1452600270,TIUP.DE,Amundi US TIPS Government Inflation-Linked Bond UCITS ETF Dist
IE00BZ0G8977,SYBY.DE,State Street SPDR Bloomberg U.S. TIPS UCITS ETF
LU2611731667,C007.DE,Amundi Index Solutions - Amundi MDAX ESG UCITS ETF EUR Distributing
LU0292109690,DBX7.DE,Xtrackers Nifty 50 Swap UCITS ETF 1C
IE00B459R192,SYBU.DE,State Street SPDR Bloomberg U.S. Aggregate Bond UCITS ETF (Dist)
LU1452600197,TIPA.L,Amundi US TIPS Government Inflation-Linked Bond UCITS ETF Acc
IE0002RPS3K2,HYCN.DE,Global X Hydrogen UCITS ETF
LU2504532131,XTIP.DE,Xtrackers II TIPS US Inflation-Linked Bond UCITS ETF 1C
GB00B15KYJ87,AIGS.L,"AIGS.L,0P00006SKE,0"
LU2469335611,AHYB.DE,Amundi Index Solutions - Amundi Global Aggregate Bond ESG UCITS ETF DR HEDGED USD
LU1834986900,LHTC.DE,Lyxor Index Fund - Lyxor Stoxx Europe 600 Healthcare UCITS ETF
DE000A0Q4R36,EXV4.DE,iShares STOXX Europe 600 Health Care UCITS ETF (DE)
IE00BDFJYM28,IUAE.L,iShares US Aggregate Bond UCITS ETF
IE00BMBKBZ46,IUHE.AS,iShares V PLC - iShares S&P 500 Health Care Sector UCITS ETF USD (Acc)
IE00BDVJF675,PRFD.MI,Invesco Preferred Shares UCITS ETF
LU2082997516,EHLT.DE,Multi Units Luxembourg - Amundi STOXX Europe 600 Healthcare UCITS ETF Inc
IE00BG482169,PRAC.DE,Amundi Core Eur Corporate Bond UCITS ETF DR - EUR (C)
GB00B684MW17,XRH0.L,Xtrackers Physical Rhodium ETC
IE000U6US1Q0,AGGE.AS,iShares Global Aggregate Bond ESG SRI UCITS ETF USD Distribution
IE00BNC1F287,ECLM.DE,Guinness Sustainable Energy UCITS ETF
IE00BLCHJH52,R4RU.DE,Global X Renewable Energy Producers UCITS ETF USD Acc
IE00BMH5YF48,CL0U.DE,Global X Cloud Computing UCITS ETF USD Acc
IE000A9QV382,IFRD.AS,iShares France Govt Bond UCITS ETF USD Hedged (Dist)
IE00B43HR379,QDVG.DE,iShares S&P 500 Health Care Sector UCITS ETF USD (Acc)
DE0005933923,EXS3.DE,iShares MDAX UCITS ETF (DE)
LU0643975161,X03G.DE,Xtrackers II Germany Government Bond UCITS ETF 1C
IE00BHJYDV33,DEAM.DE,Invesco MDAX UCITS ETF Acc
IE00BCHWNW54,XUHC.DE,Xtrackers MSCI USA Health Care UCITS ETF 1D
IE00BWBXM617,ZPDH.DE,State Street SPDR S&P U.S. Health Care Select Sector UCITS ETF
DE000ETFL441,ELF1.DE,Deka MDAX UCITS ETF
IE00B3WMTH43,XLVS.MI,Invesco Health Care S&P US Select Sector UCITS ETF
LU0292103222,DXSE.DE,Xtrackers MSCI Europe Health Care Screened UCITS ETF 1C
FR0011857234,MD4X.DE,Amundi MDAX UCITS ETF Dist
IE00BG0TQD32,GLTA.L,Invesco UK Gilts UCITS ETF
LU0468896575,D5BB.DE,Xtrackers II Germany Government Bond UCITS ETF
DE000ETF9082,E908.DE,Amundi TecDAX UCITS ETF Dist
LU2244387887,EGRE.DE,BNP Paribas Easy Growth Europe UCITS ETF EUR Cap
DE000A2QP349,EXID.DE,iShares MDAX UCITS ETF (DE) Dist
IE00BZ171348,GAAA.L,iShares Global AAA-AA Govt Bond UCITS ETF USD (Acc)
